Student #,Intellect,Integrity,Courage,Reflexes,Patience,House,Ofstev Rating
4729,11,37,23,48,29,Humblescrumble,20
4730,21,19,11,21,32,Serpentyne,11
4731,43,39,36,6,25,Thought-Talon,28
4732,44,26,24,30,43,Thought-Talon,38
4733,22,26,25,32,31,Serpentyne,13
4734,25,53,15,27,46,Serpentyne,15
4735,35,29,25,28,23,Dragonslayer,30
4736,47,47,14,36,48,Thought-Talon,36
4737,28,63,52,20,58,Thought-Talon,34
4738,65,33,49,54,3,Serpentyne,38
4739,17,11,18,47,46,Humblescrumble,22
4740,50,9,24,64,21,Serpentyne,47
4741,67,49,19,19,15,Dragonslayer,20
4742,42,29,40,17,36,Thought-Talon,42
4743,38,18,48,33,11,Dragonslayer,29
4744,41,40,39,15,4,Humblescrumble,27
4745,16,23,64,28,69,Dragonslayer,26
4746,29,62,23,23,46,Serpentyne,26
4747,55,27,31,19,19,Dragonslayer,18
4748,25,25,42,15,16,Dragonslayer,19
4749,13,26,20,21,7,Humblescrumble,15
4750,62,29,36,58,32,Serpentyne,39
4751,27,12,61,13,11,Dragonslayer,18
4752,6,35,30,45,44,Humblescrumble,17
4753,31,43,49,20,35,Thought-Talon,32
4754,19,12,38,39,38,Dragonslayer,22
4755,14,23,22,30,24,Dragonslayer,15
4756,34,41,6,54,21,Serpentyne,39
4757,35,35,34,15,21,Thought-Talon,18
4758,30,46,28,35,33,Dragonslayer,42
4759,30,49,40,21,53,Thought-Talon,35
4760,32,8,19,14,46,Serpentyne,24
4761,56,6,38,18,7,Dragonslayer,16
4762,22,20,9,24,37,Serpentyne,24
4763,37,42,6,30,34,Humblescrumble,24
4764,13,32,41,40,37,Dragonslayer,20
4765,15,43,18,6,36,Dragonslayer,11
4766,34,30,54,4,5,Humblescrumble,16
4767,68,28,37,52,47,Thought-Talon,47
4768,21,41,5,16,37,Serpentyne,16
4769,11,39,33,50,24,Humblescrumble,11
4770,9,17,31,20,23,Dragonslayer,24
4771,66,51,43,50,42,Dragonslayer,47
4772,54,24,40,8,21,Thought-Talon,24
4773,13,48,51,19,43,Dragonslayer,21
4774,53,49,78,9,24,Humblescrumble,30
4775,26,18,58,15,49,Serpentyne,27
4776,49,39,4,52,18,Serpentyne,40
4777,16,19,15,21,34,Serpentyne,15
4778,33,32,21,30,46,Serpentyne,22
4779,16,47,44,22,19,Dragonslayer,29
4780,37,14,27,68,7,Serpentyne,33
4781,45,30,4,15,34,Thought-Talon,29
4782,17,33,30,48,12,Serpentyne,11
4783,48,13,54,37,19,Serpentyne,26
4784,13,23,24,24,23,Dragonslayer,17
4785,46,17,43,17,19,Dragonslayer,22
4786,16,26,26,18,42,Humblescrumble,20
4787,39,42,27,35,27,Serpentyne,20
4788,53,22,60,44,47,Dragonslayer,40
4789,30,39,38,55,55,Dragonslayer,44
4790,44,38,59,25,21,Dragonslayer,21
4791,18,30,16,20,39,Serpentyne,12
4792,27,40,31,33,9,Humblescrumble,27
4793,48,32,57,48,24,Dragonslayer,34
4794,43,10,12,28,20,Thought-Talon,22
4795,54,21,65,7,38,Thought-Talon,28
4796,11,29,46,50,48,Dragonslayer,29
4797,9,28,19,37,61,Humblescrumble,18
4798,47,32,45,46,28,Dragonslayer,47
4799,7,39,21,36,26,Humblescrumble,14
4800,11,32,10,34,25,Humblescrumble,14
4801,58,49,3,13,9,Humblescrumble,33
4802,25,42,27,51,39,Dragonslayer,36
4803,31,17,50,41,46,Dragonslayer,29
4804,25,46,48,52,65,Dragonslayer,29
4805,25,7,37,50,18,Serpentyne,31
4806,28,59,37,61,47,Dragonslayer,37
4807,16,29,71,63,53,Dragonslayer,54
4808,41,42,25,13,49,Serpentyne,33
4809,32,27,5,75,22,Serpentyne,30
4810,37,32,28,13,42,Thought-Talon,26
4811,4,32,38,49,32,Dragonslayer,24
4812,49,14,29,35,7,Serpentyne,25
4813,41,69,12,39,57,Thought-Talon,32
4814,23,56,18,22,26,Thought-Talon,18
4815,16,22,48,40,30,Dragonslayer,22
4816,39,58,66,14,18,Humblescrumble,33
4817,28,16,9,12,16,Thought-Talon,13
4818,24,29,30,20,21,Dragonslayer,20
4819,13,19,22,8,11,Humblescrumble,14
4820,57,11,34,34,18,Serpentyne,17
4821,33,24,38,39,21,Dragonslayer,34
4822,37,27,25,16,35,Thought-Talon,29
4823,17,67,51,23,30,Humblescrumble,28
4824,37,66,20,19,60,Serpentyne,38
4825,7,63,24,54,40,Humblescrumble,26
4826,71,35,40,11,36,Thought-Talon,43
4827,30,51,28,32,12,Humblescrumble,28
4828,47,35,54,30,54,Thought-Talon,48
4829,44,60,44,48,43,Dragonslayer,54
4830,35,55,35,24,69,Thought-Talon,42
4831,30,21,16,9,50,Serpentyne,33
4832,34,33,26,35,40,Dragonslayer,22
4833,26,25,39,34,39,Dragonslayer,21
4834,50,21,57,16,29,Thought-Talon,24
4835,57,21,15,20,49,Thought-Talon,37
4836,39,56,40,42,24,Humblescrumble,33
4837,34,39,11,34,30,Humblescrumble,18
4838,34,26,10,27,3,Humblescrumble,16
4839,24,30,16,36,38,Serpentyne,22
4840,41,61,20,17,42,Humblescrumble,39
4841,19,39,46,31,20,Dragonslayer,32
4842,49,28,20,40,55,Serpentyne,35
4843,38,37,39,67,54,Dragonslayer,38
4844,22,27,17,38,32,Serpentyne,26
4845,13,57,20,40,41,Humblescrumble,22
4846,43,24,43,46,13,Serpentyne,26
4847,11,55,13,42,31,Humblescrumble,25
4848,15,69,26,36,47,Humblescrumble,22
4849,39,43,18,4,38,Humblescrumble,24
4850,19,17,12,24,59,Humblescrumble,23
4851,40,19,29,58,42,Serpentyne,37
4852,11,37,18,55,33,Humblescrumble,18
4853,9,43,50,38,39,Dragonslayer,36
4854,29,57,24,35,42,Dragonslayer,26
4855,38,31,30,63,9,Serpentyne,40
4856,42,24,37,51,39,Serpentyne,29
4857,32,23,40,23,11,Dragonslayer,29
4858,26,11,50,26,60,Dragonslayer,27
4859,35,41,7,21,6,Serpentyne,11
4860,38,26,57,70,53,Dragonslayer,32
4861,31,39,23,27,11,Serpentyne,11
4862,43,63,48,28,13,Humblescrumble,30
4863,9,63,51,29,55,Dragonslayer,35
4864,33,38,25,36,41,Dragonslayer,26
4865,9,5,53,28,6,Dragonslayer,30
4866,36,7,59,31,15,Dragonslayer,30
4867,46,17,28,56,49,Serpentyne,36
4868,61,21,51,15,18,Thought-Talon,26
4869,38,16,50,41,15,Dragonslayer,26
4870,18,10,61,58,26,Dragonslayer,43
4871,47,36,6,35,30,Thought-Talon,21
4872,40,30,37,53,30,Dragonslayer,43
4873,24,20,42,8,53,Serpentyne,18
4874,28,16,29,8,34,Serpentyne,14
4875,57,28,19,14,21,Thought-Talon,20
4876,25,63,5,34,43,Serpentyne,27
4877,16,44,69,24,27,Dragonslayer,24
4878,62,2,33,35,60,Thought-Talon,44
4879,59,35,48,33,39,Dragonslayer,35
4880,12,25,20,49,36,Humblescrumble,10
4881,31,71,16,50,20,Serpentyne,30
4882,20,12,63,8,23,Humblescrumble,19
4883,3,33,71,18,8,Dragonslayer,19
4884,46,9,53,17,60,Serpentyne,47
4885,24,19,22,26,8,Serpentyne,15
4886,35,11,27,32,27,Thought-Talon,16
4887,34,18,63,44,34,Dragonslayer,42
4888,18,27,23,51,47,Dragonslayer,24
4889,51,21,51,56,11,Serpentyne,27
4890,40,7,11,30,41,Thought-Talon,22
4891,44,41,62,47,16,Dragonslayer,33
4892,23,57,36,32,28,Dragonslayer,22
4893,28,46,50,28,34,Dragonslayer,36
4894,21,26,35,35,5,Serpentyne,18
4895,24,17,30,43,50,Serpentyne,23
4896,41,36,30,13,61,Serpentyne,38
4897,45,35,65,31,42,Thought-Talon,42
4898,26,62,44,53,19,Humblescrumble,24
4899,30,2,50,45,21,Dragonslayer,25
4900,12,29,48,33,53,Dragonslayer,22
4901,24,42,49,51,27,Dragonslayer,27
4902,29,55,29,72,46,Dragonslayer,28
4903,7,50,53,12,38,Humblescrumble,12
4904,40,46,10,10,25,Humblescrumble,28
4905,21,35,38,64,46,Dragonslayer,14
4906,15,24,8,29,15,Serpentyne,11
4907,10,25,22,32,20,Humblescrumble,11
4908,39,25,45,11,10,Dragonslayer,18
4909,37,43,57,22,29,Thought-Talon,31
4910,33,46,40,20,23,Humblescrumble,31
4911,14,51,9,40,19,Humblescrumble,25
4912,8,53,10,12,25,Humblescrumble,20
4913,6,16,29,23,31,Humblescrumble,12
4914,16,33,48,49,25,Dragonslayer,28
4915,27,40,22,41,38,Dragonslayer,32
4916,17,17,48,41,21,Dragonslayer,34
4917,46,8,50,21,55,Humblescrumble,24
4918,39,39,8,40,7,Serpentyne,24
4919,12,27,14,34,29,Humblescrumble,19
4920,28,32,56,30,19,Dragonslayer,30
4921,21,28,28,25,21,Dragonslayer,24
4922,60,43,39,6,14,Humblescrumble,21
4923,31,55,66,27,45,Thought-Talon,35
4924,33,49,73,62,22,Dragonslayer,42
4925,48,24,13,8,16,Thought-Talon,18
4926,12,8,14,29,30,Humblescrumble,16
4927,30,67,33,44,10,Serpentyne,34
4928,57,22,26,21,45,Thought-Talon,38
4929,20,35,21,68,28,Dragonslayer,24
4930,32,31,33,32,6,Serpentyne,23
4931,19,35,22,37,29,Dragonslayer,19
4932,23,45,9,35,45,Serpentyne,25
4933,52,19,9,13,51,Thought-Talon,30
4934,10,31,17,58,26,Humblescrumble,23
4935,76,9,23,20,40,Thought-Talon,33
4936,50,56,20,13,43,Humblescrumble,35
4937,35,58,46,40,44,Dragonslayer,40
4938,40,41,33,28,45,Thought-Talon,35
4939,29,34,28,7,30,Thought-Talon,30
4940,71,3,37,44,58,Thought-Talon,45
4941,11,18,41,30,44,Dragonslayer,25
4942,63,21,31,31,14,Serpentyne,18
4943,16,40,53,65,32,Dragonslayer,33
4944,54,53,39,30,60,Thought-Talon,44
4945,24,21,14,26,39,Serpentyne,26
4946,47,30,32,59,34,Serpentyne,37
4947,58,46,33,26,27,Thought-Talon,26
4948,33,65,49,23,45,Thought-Talon,31
4949,62,63,58,16,46,Thought-Talon,48
4950,35,42,10,38,12,Humblescrumble,25
4951,10,27,13,45,8,Humblescrumble,12
4952,45,17,12,47,51,Humblescrumble,24
4953,66,4,36,8,11,Dragonslayer,16
4954,25,12,13,30,42,Serpentyne,25
4955,11,39,8,37,46,Humblescrumble,22
4956,6,7,45,29,25,Dragonslayer,29
4957,50,37,26,58,64,Serpentyne,35
4958,42,27,20,39,40,Thought-Talon,24
4959,36,54,30,30,26,Humblescrumble,34
4960,64,28,51,31,28,Serpentyne,17
4961,49,22,25,58,66,Serpentyne,29
4962,32,23,29,46,23,Serpentyne,32
4963,7,33,7,15,24,Humblescrumble,15
4964,38,13,21,16,9,Humblescrumble,11
4965,15,17,55,26,53,Dragonslayer,30
4966,60,49,19,13,24,Humblescrumble,33
4967,45,35,6,28,48,Thought-Talon,29
4968,13,51,34,21,27,Humblescrumble,25
4969,4,19,64,24,55,Dragonslayer,24
4970,30,36,40,24,40,Thought-Talon,29
4971,23,29,11,42,10,Serpentyne,21
4972,72,3,60,21,14,Dragonslayer,22
4973,42,51,30,30,29,Dragonslayer,30
4974,59,28,63,27,32,Dragonslayer,32
4975,44,23,18,30,9,Serpentyne,16
4976,26,19,32,56,13,Serpentyne,22
4977,26,44,42,37,31,Dragonslayer,38
4978,19,35,41,29,29,Dragonslayer,25
4979,13,18,22,18,28,Humblescrumble,18
4980,23,17,24,30,21,Dragonslayer,15
4981,25,53,19,50,61,Serpentyne,25
4982,40,56,57,31,34,Thought-Talon,27
4983,35,17,26,48,46,Serpentyne,26
4984,30,32,7,38,52,Serpentyne,26
4985,47,6,18,24,51,Serpentyne,33
4986,43,16,25,28,9,Serpentyne,21
4987,48,9,22,21,35,Thought-Talon,24
4988,13,51,6,36,53,Humblescrumble,22
4989,21,6,26,28,28,Serpentyne,17
4990,35,37,8,46,70,Serpentyne,25
4991,39,25,19,22,32,Thought-Talon,28
4992,51,22,34,35,11,Serpentyne,18
4993,38,11,14,7,23,Dragonslayer,2
4994,54,42,50,24,54,Thought-Talon,51
4995,37,74,27,14,36,Humblescrumble,39
4996,50,14,21,10,34,Thought-Talon,39
4997,38,49,27,57,23,Serpentyne,32
4998,62,59,61,25,62,Thought-Talon,78
4999,37,28,9,8,36,Thought-Talon,25
5000,9,28,45,48,15,Dragonslayer,20
5001,31,66,17,31,45,Thought-Talon,19
5002,17,25,18,47,27,Dragonslayer,24
5003,50,12,29,24,54,Serpentyne,46
5004,11,30,26,2,17,Humblescrumble,17
5005,39,21,29,32,45,Serpentyne,25
5006,7,4,27,56,50,Humblescrumble,25
5007,51,36,47,65,24,Serpentyne,35
5008,20,45,43,15,35,Thought-Talon,17
5009,39,29,52,24,31,Dragonslayer,36
5010,62,18,18,23,33,Thought-Talon,39
5011,17,40,35,27,17,Dragonslayer,17
5012,39,41,50,41,44,Dragonslayer,48
5013,69,49,24,42,22,Humblescrumble,31
5014,63,12,43,26,12,Serpentyne,15
5015,20,41,51,28,28,Dragonslayer,34
5016,9,14,33,52,23,Dragonslayer,23
5017,54,58,43,33,49,Thought-Talon,45
5018,7,23,24,45,19,Humblescrumble,19
5019,61,18,37,48,26,Serpentyne,29
5020,41,10,22,42,59,Serpentyne,34
5021,28,24,30,20,19,Dragonslayer,22
5022,37,28,44,24,22,Dragonslayer,25
5023,8,46,42,44,27,Dragonslayer,20
5024,29,46,14,13,21,Humblescrumble,35
5025,48,17,31,21,13,Dragonslayer,13
5026,11,25,11,4,24,Thought-Talon,7
5027,45,14,24,50,49,Serpentyne,33
5028,20,38,18,27,64,Humblescrumble,18
5029,41,28,57,27,32,Dragonslayer,35
5030,23,18,29,12,4,Dragonslayer,15
5031,56,43,29,8,31,Thought-Talon,31
5032,9,25,27,17,35,Humblescrumble,14
5033,38,61,62,36,53,Dragonslayer,34
5034,15,39,47,27,20,Dragonslayer,24
5035,22,5,45,23,24,Dragonslayer,24
5036,14,26,15,36,47,Humblescrumble,22
5037,17,27,33,11,45,Humblescrumble,23
5038,16,54,33,19,34,Humblescrumble,17
5039,32,44,50,34,25,Dragonslayer,26
5040,57,4,31,26,26,Thought-Talon,20
5041,33,45,20,10,56,Serpentyne,29
5042,18,15,30,61,21,Humblescrumble,16
5043,51,31,44,63,30,Serpentyne,44
5044,32,35,10,41,35,Serpentyne,27
5045,31,3,52,46,27,Dragonslayer,37
5046,60,41,31,47,38,Dragonslayer,23
5047,6,44,7,24,60,Humblescrumble,24
5048,25,12,32,18,8,Dragonslayer,16
5049,26,11,31,8,54,Serpentyne,24
5050,47,38,27,59,32,Serpentyne,44
5051,43,23,34,20,5,Dragonslayer,11
5052,19,22,24,20,14,Dragonslayer,14
5053,12,6,17,28,32,Humblescrumble,11
5054,54,56,55,37,59,Humblescrumble,32
5055,16,14,41,29,38,Dragonslayer,28
5056,12,12,25,41,31,Humblescrumble,15
5057,21,39,41,25,54,Dragonslayer,22
5058,27,16,32,42,44,Serpentyne,25
5059,45,17,49,40,38,Thought-Talon,26
5060,31,42,62,17,18,Humblescrumble,26
5061,35,57,29,8,31,Dragonslayer,11
5062,15,35,42,24,30,Dragonslayer,35
5063,20,33,47,36,13,Dragonslayer,27
5064,20,75,20,43,27,Humblescrumble,31
5065,70,39,36,45,28,Dragonslayer,33
5066,44,52,36,60,9,Serpentyne,30
5067,19,44,10,46,23,Humblescrumble,18
5068,10,31,38,44,31,Dragonslayer,21
5069,28,12,65,21,42,Serpentyne,23
5070,9,11,30,27,67,Humblescrumble,29
5071,25,60,23,29,18,Humblescrumble,21
5072,45,34,28,31,45,Dragonslayer,32
5073,46,32,53,41,22,Dragonslayer,34
5074,15,27,17,15,15,Dragonslayer,12
5075,50,14,37,53,26,Dragonslayer,18
5076,15,41,14,19,60,Humblescrumble,25
5077,23,18,29,57,33,Serpentyne,19
5078,46,19,42,42,19,Serpentyne,27
5079,21,64,35,43,30,Dragonslayer,29
5080,37,21,18,24,54,Serpentyne,39
5081,15,32,33,14,43,Humblescrumble,25
5082,26,34,21,24,64,Serpentyne,27
5083,36,54,37,51,37,Dragonslayer,45
5084,25,27,42,60,12,Dragonslayer,28
5085,46,40,44,10,6,Thought-Talon,3
5086,41,32,51,40,13,Dragonslayer,32
5087,35,36,19,31,43,Serpentyne,23
5088,12,25,42,8,9,Humblescrumble,15
5089,22,4,29,42,10,Serpentyne,24
5090,49,52,55,16,34,Thought-Talon,35
5091,20,48,12,66,6,Humblescrumble,17
5092,60,16,22,37,50,Thought-Talon,47
5093,10,26,50,52,40,Dragonslayer,32
5094,13,28,33,12,33,Humblescrumble,21
5095,42,41,52,53,15,Serpentyne,35
5096,28,32,27,39,12,Dragonslayer,13
5097,48,61,51,46,57,Dragonslayer,63
5098,30,45,60,24,38,Humblescrumble,26
5099,60,19,69,43,48,Dragonslayer,35
5100,15,51,35,12,56,Humblescrumble,22
5101,10,68,6,65,52,Humblescrumble,31
5102,33,35,12,38,21,Serpentyne,33
5103,67,24,26,18,35,Thought-Talon,25
5104,30,19,29,18,19,Dragonslayer,16
5105,36,20,27,32,24,Dragonslayer,26
5106,20,33,51,17,4,Dragonslayer,14
5107,11,44,19,13,52,Humblescrumble,25
5108,24,26,28,41,22,Dragonslayer,26
5109,36,5,60,43,39,Humblescrumble,20
5110,19,36,35,32,27,Dragonslayer,24
5111,30,23,53,22,27,Dragonslayer,27
5112,53,49,15,35,17,Humblescrumble,26
5113,15,37,18,48,9,Humblescrumble,13
5114,18,40,58,18,25,Dragonslayer,19
5115,46,12,11,8,60,Serpentyne,40
5116,17,36,20,49,48,Thought-Talon,16
5117,35,54,40,23,6,Humblescrumble,28
5118,45,51,39,53,46,Dragonslayer,46
5119,40,23,31,15,21,Thought-Talon,27
5120,34,52,30,14,9,Humblescrumble,20
5121,20,39,36,33,45,Dragonslayer,24
5122,31,22,31,26,43,Dragonslayer,30
5123,26,42,64,38,25,Dragonslayer,43
5124,55,44,35,66,30,Humblescrumble,32
5125,61,17,7,20,25,Thought-Talon,19
5126,57,8,27,57,42,Serpentyne,34
5127,18,17,39,29,48,Dragonslayer,22
5128,57,21,65,30,63,Serpentyne,38
5129,48,21,41,35,43,Thought-Talon,27
5130,27,44,19,14,35,Humblescrumble,21
5131,22,27,41,30,50,Dragonslayer,28
5132,9,24,63,39,14,Dragonslayer,35
5133,20,15,22,30,43,Serpentyne,20
5134,27,16,46,28,52,Dragonslayer,38
5135,41,29,23,14,14,Humblescrumble,18
5136,39,49,8,20,61,Thought-Talon,23
5137,24,45,33,33,13,Thought-Talon,9
5138,8,20,42,10,36,Humblescrumble,11
5139,17,31,24,37,16,Dragonslayer,16
5140,14,27,16,58,37,Humblescrumble,15
5141,30,22,53,26,18,Dragonslayer,21
5142,32,18,25,22,42,Serpentyne,17
5143,23,14,8,41,26,Serpentyne,25
5144,14,28,16,49,37,Humblescrumble,20
5145,13,34,41,60,26,Dragonslayer,20
5146,31,27,48,23,43,Thought-Talon,30
5147,49,15,18,31,16,Serpentyne,24
5148,11,39,31,27,36,Humblescrumble,17
5149,60,42,53,8,23,Humblescrumble,22
5150,17,35,43,39,44,Dragonslayer,29
5151,15,16,18,24,20,Dragonslayer,14
5152,21,20,29,61,24,Dragonslayer,26
5153,25,30,16,55,22,Serpentyne,20
5154,55,14,45,14,40,Thought-Talon,29
5155,4,27,19,51,20,Humblescrumble,15
5156,22,29,26,42,20,Dragonslayer,26
5157,38,25,52,34,5,Dragonslayer,32
5158,31,15,59,70,16,Dragonslayer,38
5159,8,52,22,48,43,Humblescrumble,21
5160,60,64,12,16,17,Humblescrumble,55
5161,53,34,41,8,17,Humblescrumble,24
5162,14,25,44,28,39,Dragonslayer,20
5163,8,60,44,34,32,Dragonslayer,29
5164,33,46,38,70,59,Dragonslayer,36
5165,30,32,34,16,4,Humblescrumble,16
5166,56,61,27,16,49,Humblescrumble,47
5167,65,58,28,11,20,Humblescrumble,33
5168,5,41,64,48,36,Dragonslayer,37
5169,33,66,56,16,75,Thought-Talon,36
5170,58,43,15,25,66,Serpentyne,45
5171,13,34,70,55,4,Dragonslayer,45
5172,49,8,51,70,37,Serpentyne,40
5173,11,13,50,20,1,Dragonslayer,17
5174,38,15,56,55,49,Dragonslayer,22
5175,40,34,28,24,35,Thought-Talon,29
5176,43,68,30,4,34,Humblescrumble,35
5177,22,13,35,48,38,Serpentyne,24
5178,8,65,28,49,8,Serpentyne,11
5179,65,41,55,47,25,Dragonslayer,43
5180,22,17,34,66,34,Serpentyne,24
5181,26,31,61,20,39,Thought-Talon,36
5182,32,22,17,6,20,Thought-Talon,26
5183,24,73,12,26,28,Humblescrumble,21
5184,30,27,35,47,21,Serpentyne,26
5185,64,9,39,9,39,Thought-Talon,28
5186,18,9,54,64,28,Dragonslayer,34
5187,13,45,54,39,33,Dragonslayer,33
5188,28,12,48,23,49,Serpentyne,27
5189,31,40,37,31,39,Dragonslayer,41
5190,31,30,29,45,25,Dragonslayer,34
5191,20,56,43,16,55,Humblescrumble,17
5192,21,27,40,13,21,Humblescrumble,18
5193,55,17,8,19,28,Thought-Talon,23
5194,38,19,31,12,27,Thought-Talon,20
5195,69,38,31,25,39,Serpentyne,25
5196,32,59,38,37,51,Humblescrumble,24
5197,24,42,23,37,43,Humblescrumble,24
5198,45,33,49,42,7,Dragonslayer,29
5199,19,17,23,46,14,Serpentyne,23
5200,1,8,38,23,57,Humblescrumble,27
5201,38,62,42,47,59,Dragonslayer,38
5202,43,59,69,21,35,Thought-Talon,36
5203,43,20,62,22,23,Dragonslayer,24
5204,24,17,47,10,28,Thought-Talon,14
5205,35,19,20,57,28,Thought-Talon,29
5206,31,40,32,42,50,Dragonslayer,35
5207,37,56,42,24,24,Humblescrumble,36
5208,13,38,31,37,15,Humblescrumble,18
5209,27,20,65,59,54,Dragonslayer,35
5210,25,16,10,32,35,Serpentyne,24
5211,54,56,37,8,22,Humblescrumble,36
5212,15,33,14,16,59,Humblescrumble,18
5213,40,48,55,38,23,Dragonslayer,33
5214,6,56,37,39,25,Humblescrumble,25
5215,19,21,36,30,57,Humblescrumble,28
5216,54,65,45,51,37,Dragonslayer,40
5217,14,59,28,50,41,Humblescrumble,24
5218,30,4,7,44,45,Serpentyne,30
5219,33,20,34,11,22,Thought-Talon,26
5220,45,15,63,16,61,Serpentyne,36
5221,65,5,21,45,48,Thought-Talon,36
5222,17,48,28,36,52,Humblescrumble,18
5223,19,43,10,48,19,Thought-Talon,9
5224,34,14,32,13,47,Humblescrumble,19
5225,25,29,28,53,30,Dragonslayer,22
5226,58,49,40,28,56,Thought-Talon,46
5227,41,12,27,37,39,Thought-Talon,23
5228,5,43,26,48,34,Humblescrumble,24
5229,16,46,42,12,23,Humblescrumble,14
5230,47,25,47,20,58,Serpentyne,29
5231,18,18,43,26,20,Dragonslayer,23
5232,11,62,32,55,19,Humblescrumble,23
5233,11,23,28,26,23,Humblescrumble,10
5234,30,36,10,44,59,Serpentyne,20
5235,6,29,11,41,39,Humblescrumble,24
5236,10,7,40,14,10,Dragonslayer,16
5237,29,10,40,8,14,Thought-Talon,16
5238,19,74,33,43,47,Humblescrumble,20
5239,67,37,42,29,46,Thought-Talon,40
5240,39,32,2,42,52,Serpentyne,42
5241,45,47,10,21,44,Dragonslayer,13
5242,34,46,3,54,40,Serpentyne,36
5243,57,59,18,25,39,Humblescrumble,39
5244,33,33,25,49,16,Dragonslayer,14
5245,46,20,36,8,33,Humblescrumble,15
5246,6,44,17,13,40,Humblescrumble,24
5247,36,34,50,68,38,Dragonslayer,38
5248,34,76,28,30,51,Dragonslayer,40
5249,20,34,21,34,31,Dragonslayer,23
5250,26,64,37,27,4,Humblescrumble,28
5251,24,35,33,43,35,Dragonslayer,21
5252,44,11,11,63,47,Serpentyne,47
5253,10,22,39,25,45,Dragonslayer,27
5254,8,47,44,5,39,Humblescrumble,27
5255,44,55,22,41,60,Thought-Talon,45
5256,48,40,38,15,27,Thought-Talon,26
5257,39,23,26,36,56,Serpentyne,38
5258,51,55,62,25,11,Serpentyne,9
5259,55,22,40,45,52,Thought-Talon,30
5260,23,35,29,58,19,Dragonslayer,29
5261,11,41,11,34,24,Humblescrumble,15
5262,28,23,24,24,46,Dragonslayer,26
5263,11,12,54,41,14,Dragonslayer,43
5264,46,57,29,31,18,Humblescrumble,36
5265,21,15,15,49,62,Humblescrumble,27
5266,12,51,9,54,32,Humblescrumble,22
5267,32,33,60,14,44,Thought-Talon,31
5268,28,51,15,24,48,Serpentyne,28
5269,10,22,27,9,28,Humblescrumble,16
5270,43,16,22,2,29,Thought-Talon,22
5271,68,32,23,7,57,Thought-Talon,47
5272,32,7,26,22,14,Humblescrumble,16
5273,9,35,57,20,36,Dragonslayer,14
5274,51,19,35,37,53,Thought-Talon,39
5275,43,46,28,21,19,Humblescrumble,32
5276,51,58,40,8,34,Humblescrumble,38
5277,43,26,42,56,22,Serpentyne,46
5278,24,37,46,42,12,Dragonslayer,31
5279,43,34,57,22,20,Dragonslayer,28
5280,47,58,6,23,18,Humblescrumble,35
5281,47,19,53,19,15,Dragonslayer,23
5282,60,38,26,11,22,Humblescrumble,27
5283,26,14,59,22,40,Serpentyne,25
5284,41,43,36,9,16,Humblescrumble,33
5285,32,74,11,16,49,Serpentyne,38
5286,31,26,33,54,56,Dragonslayer,34
5287,5,23,8,47,61,Humblescrumble,24
5288,40,42,61,17,20,Humblescrumble,24
5289,47,19,16,11,53,Serpentyne,37
5290,40,28,42,13,38,Thought-Talon,34
5291,43,57,26,47,13,Humblescrumble,45
5292,45,29,48,36,61,Serpentyne,41
5293,24,9,54,30,38,Dragonslayer,35
5294,48,37,32,29,59,Serpentyne,30
5295,61,54,57,23,34,Thought-Talon,43
5296,26,15,18,6,47,Serpentyne,32
5297,28,13,22,53,31,Serpentyne,29
5298,16,17,22,19,15,Dragonslayer,21
5299,18,31,33,26,23,Dragonslayer,29
5300,50,42,16,68,36,Serpentyne,37
5301,36,38,16,38,33,Thought-Talon,25
5302,55,29,54,10,19,Serpentyne,2
5303,11,28,41,30,29,Dragonslayer,30
5304,31,45,23,43,37,Humblescrumble,28
5305,54,50,29,30,28,Dragonslayer,44
5306,23,44,55,48,17,Dragonslayer,39
5307,58,23,39,50,56,Thought-Talon,34
5308,25,4,23,48,19,Humblescrumble,7
5309,30,51,30,43,11,Serpentyne,26
5310,63,75,38,30,35,Humblescrumble,47
5311,20,48,37,37,28,Dragonslayer,19
5312,25,39,8,39,37,Serpentyne,24
5313,4,36,21,33,49,Serpentyne,8
5314,27,41,19,32,27,Humblescrumble,24
5315,19,13,39,10,28,Serpentyne,14
5316,58,20,11,18,15,Thought-Talon,12
5317,27,2,31,16,8,Dragonslayer,13
5318,50,72,49,16,57,Thought-Talon,54
5319,19,46,32,42,31,Dragonslayer,28
5320,42,50,68,75,5,Dragonslayer,39
5321,47,54,11,19,41,Humblescrumble,44
5322,35,30,19,26,44,Serpentyne,27
5323,33,67,25,50,33,Dragonslayer,28
5324,23,22,43,66,11,Thought-Talon,9
5325,30,36,15,34,38,Serpentyne,24
5326,43,63,28,50,64,Serpentyne,32
5327,18,9,41,28,33,Dragonslayer,29
5328,34,30,23,14,33,Thought-Talon,34
5329,24,37,25,33,50,Dragonslayer,36
5330,23,44,42,63,13,Dragonslayer,22
5331,37,18,22,38,19,Serpentyne,30
5332,12,44,49,19,37,Dragonslayer,18
5333,17,28,65,27,14,Dragonslayer,28
5334,18,38,38,12,40,Serpentyne,19
5335,44,9,23,38,23,Serpentyne,21
5336,2,21,46,34,12,Dragonslayer,24
5337,40,25,16,38,30,Serpentyne,28
5338,25,46,41,39,14,Dragonslayer,25
5339,34,44,23,55,43,Serpentyne,27
5340,39,32,11,53,53,Serpentyne,36
5341,60,44,24,45,21,Serpentyne,36
